Sex,NumVics,Age1stKill,AgeLastKill,Age Group,# Male,# Female,Race of Victim,# White,# Black,# Hisp,#Asian,AgeKill,AgeSeries,,,,,,,
1,6,49,58,40,0,6,3,0,0,6,0,49,49,,,,,,,
1,2,43,48,40,0,2,7,1,1,0,0,43,43,,,,,,,
2,28,,,20,,,3,0,0,28,0,,,,,,,,,
2,6,36,45,30,6,0,,,,,,36,36,,,,,,,
2,3,48,48,40,0,3,3,0,0,3,0,48,48,,,,,,,
1,50,33,34,30,,,3,0,0,50,0,23,23,,,,,,,
1,5,38,60,30,1,4,3,0,0,5,0,38,38,,,,,,,
1,200,27,35,20,,,1,,0,0,0,27,27,,,,,,,
1,,,,,,,1,,,,, , ,,,,,,,
1,2,25,26,20,0,0,,,,,,25,25,,,,,,,
1,4,24,24,20,3,1,2,0,4,0,0,24,24,,,,,,,
2,3,50,50,50,2,2,1,3,0,0,0,50,50,,,,,,,
1,13,29,40,20,6,7,7,10,0,3,0,29,29,,,,,,,
1,3,31,42,30,1,2,1,3,0,0,0,31,31,,,,,,,
1,5,36,45,30,2,3,1,5,0,0,0,36,36,,,,,,,
1,2,36,39,30,1,1,7,1,0,0,1,36,36,,,,,,,
1,2,23,38,20,1,1,1,2,0,0,0,23,23,,,,,,,
1,3,20,34,20,1,2,1,3,0,0,0,20,20,,,,,,,
1,2,21,27,20,2,0,2,0,2,0,0,21,21,,,,,,,
1,4,40,40,40,2,2,1,4,0,0,0,40,40,,,,,,,
1,6,38,38,30,1,5,1,6,0,0,0,38,38,,,,,,,
1,2,30,50,30,0,2,2,0,2,0,0,30,30,,,,,,,
1,4,37,39,30,0,4,7,,1,1,,37,37,,,,,,,
1,4,37,38,30,0,4,2,0,4,0,0,37,37,,,,,,,
1,2,29,29,20,0,2,3,0,0,2,0,29,29,,,,,,,
1,2,16,29,10,2,0,1,2,0,0,0,16,16,,,,,,,
1,2,15,25,10,0,2,1,2,0,0,0,15,15,,,,,,,
1,3,18,18,10,3,0,3,0,0,3,0,18,18,,,,,,,
1,3,24,25,20,2,1,1,3,0,0,0,24,24,,,,,,,
1,2,18,19,10,2,0,,1,,0,0,18,18,,,,,,,
2,2,38,39,30,1,1,1,2,0,0,0,38,38,,,,,,,
1,2,21,21,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,2,22,29,20,2,0,7,1,1,0,0,22,22,,,,,,,
1,2,25,29,20,1,1,1,2,0,0,0,25,25,,,,,,,
1,3,,,,3,0,1,,,,,,,,,,,,,
1,3,21,28,20,3,0,7,2,1,0,0,21,21,,,,,,,
1,3,20,26,20,2,1,7,2,1,0,0,20,20,,,,,,,
1,3,17,27,10,3,0,1,3,0,0,0,17,27,,,,,,,
1,30,43,64,40,26,4,1,30,0,0,0,43,43,,,,,,,
1,4,,26,20,1,3,1,4,0,0,0,,,,,,,,,
1,2,28,28,20,2,0,7,1,1,0,0,28,28,,,,,,,
2,3,30,30,30,3,0,1,3,0,0,0,30,30,,,,,,,
1,5,25,25,20,0,5,2,0,5,0,0,25,25,,,,,,,
1,3,36,37,30,1,2,1,3,0,0,0,36,36,,,,,,,
1,2,31,32,30,2,0,7,1,1,0,0,31,31,,,,,,,
1,3,29,29,20,3,0,2,0,3,0,0,29,29,,,,,,,
1,3,17,17,10,3,0,1,3,0,0,0,17,17,,,,,,,
1,6,25,27,20,5,1,1,6,0,0,0,25,25,,,,,,,
1,3,21,21,20,0,3,1,3,0,0,0,21,21,,,,,,,
1,13,30,32,30,0,13,7,12,1,0,0,30,30,,,,,,,
1,2,26,48,20,0,2,,1,,,,26,26,,,,,,,
1,2,35,35,30,2,0,1,2,0,0,0,35,35,,,,,,,
1,2,25,43,20,2,0,1,2,0,0,0,25,25,,,,,,,
1,6,43,43,40,2,4,1,6,0,0,0,43,43,,,,,,,
1,4,21,32,20,2,2,4,0,0,0,4,21,21,,,,,,,
1,6,35,37,30,4,2,4,0,0,0,6,35,35,,,,,,,
1,4,19,19,10,4,0,4,0,0,0,4,19,19,,,,,,,
1,5,18,18,10,0,5,3,0,0,5,0,18,18,,,,,,,
1,5,23,23,20,0,5,3,0,0,5,0,23,23,,,,,,,
1,3,38,38,30,0,3,7,2,1,0,0,38,38,,,,,,,
1,14,37,37,30,5,9,7,9,1,,0,37,37,,,,,,,
1,2,19,19,10,1,1,1,2,0,0,0,19,19,,,,,,,
1,2,15,17,10,1,1,7,1,0,0,1,15,15,,,,,,,
2,2,24,25,20,2,0,1,2,0,0,0,24,24,,,,,,,
1,3,19,19,10,2,1,2,0,3,0,0,19,19,,,,,,,
1,2,21,29,20,2,0,2,0,2,0,0,21,21,,,,,,,
1,3,38,38,30,0,3,1,3,0,0,0,38,38,,,,,,,
1,2,30,30,30,0,2,7,1,0,1,0,30,30,,,,,,,
1,3,17,18,10,3,0,7,1,2,0,0,17,17,,,,,,,
1,2,15,27,10,1,1,1,2,0,0,0,15,15,,,,,,,
1,2,30,33,30,0,2,1,2,0,0,0,30,30,,,,,,,
1,5,26,31,20,0,5,1,5,0,0,0,26,26,,,,,,,
1,5,38,41,30,5,0,1,5,0,0,0,38,38,,,,,,,
1,11,43,44,40,,,3,0,0,11,0,43,43,,,,,,,
1,3,23,23,20,2,1,1,3,0,0,0,23,23,,,,,,,
1,4,20,20,20,4,0,1,4,0,0,0,20,20,,,,,,,
1,2,65,66,60,0,2,1,2,0,0,0,65,65,,,,,,,
1,3,27,27,20,3,0,7,2,1,0,0,27,27,,,,,,,
2,2,33,35,30,2,0,2,0,2,0,0,33,33,,,,,,,
1,4,43,43,40,4,0,1,4,0,0,0,43,43,,,,,,,
1,2,26,50,20,0,2,1,2,0,0,0,26,26,,,,,,,
1,2,31,43,30,1,1,1,2,0,0,0,31,31,,,,,,,
1,4,59,60,50,2,2,7,1,1,1,0,59,59,,,,,,,
1,9,27,27,20,,,8,0,0,0,0,27,27,,,,,,,
1,65,,,,65,0,4,0,0,0,65, , ,,,,,,,
1,5,23,24,20,,1,2,0,5,0,0,23,23,,,,,,,
1,6,32,32,30,6,0,3,0,0,6,0,,,,,,,,,
1,2,33,34,30,1,1,1,2,0,0,0,33,33,,,,,,,
1,2,18,26,10,1,,,,1,,,18,18,,,,,,,
1,3,28,28,20,3,0,1,3,0,0,0,28,28,,,,,,,
1,3,,,,,,,,,,,,,,,,,,,
1,4,21,21,20,3,1,2,0,4,0,0,21,21,,,,,,,
1,4,18,47,10,3,0,,1,,,,18,18,,,,,,,
2,3,61,66,60,1,2,1,3,0,0,0,61,61,,,,,,,
1,3,37,37,30,,,1,3,0,0,0,37,37,,,,,,,
2,2,13,13,10,2,0,1,2,0,0,0,13,13,,,,,,,
1,23,33,42,30,23,0,7,5,17,1,0,33,33,,,,,,,
1,3,16,17,10,3,0,7,0,2,0,1,16,16,,,,,,,
1,4,24,24,20,3,1,7,1,3,0,0,24,24,,,,,,,
1,4,36,37,30,4,0,1,4,0,0,0,36,36,,,,,,,
1,6,28,28,20,0,6,4,0,0,0,6,28,28,,,,,,,
1,3,28,41,20,3,0,1,2,0,0,0,28,28,,,,,,,
1,2,40,41,40,0,2,1,2,0,0,0,40,40,,,,,,,
1,2,22,22,20,0,2,7,1,0,1,0,22,22,,,,,,,
1,4,33,33,30,3,1,7,2,1,0,1,33,33,,,,,,,
1,5,14,25,10,2,3,7,1,4,0,0,14,14,,,,,,,
1,3,19,21,10,0,3,7,1,,0,,19,19,,,,,,,
2,8,16,40,10,4,2,1,8,0,0,0,16,16,,,,,,,
1,3,18,18,10,2,1,7,2,0,0,1,18,18,,,,,,,
2,11,22,48,20,6,5,1,11,0,0,0,22,22,,,,,,,
1,3,22,42,20,2,1,3,2,1,0,0,22,22,,,,,,,
1,7,,,,,,2,0,7,0,0,,,,,,,,,
1,2,25,25,20,2,0,1,2,0,0,0,25,25,,,,,,,
1,7,19,33,10,5,2,2,0,7,0,0,19,19,,,,,,,
1,2,23,38,20,2,0,7,1,0,1,0,23,23,,,,,,,
1,3,31,31,30,1,2,7,2,0,1,0,31,31,,,,,,,
1,3,32,33,30,0,3,2,0,3,0,0,32,32,,,,,,,
1,4,23,26,20,3,0,1,3,0,0,0,23,23,,,,,,,
1,2,29,64,20,1,1,1,2,0,0,0,29,29,,,,,,,
1,17,26,29,20,12,7,1,19,0,0,0,26,26,,,,,,,
1,3,30,34,30,1,2,7,2,0,1,0,30,30,,,,,,,
1,2,36,43,30,0,2,1,2,0,0,0,36,36,,,,,,,
1,3,20,43,20,0,3,,,,,,20,20,,,,,,,
1,2,23,31,20,2,0,7,1,1,0,0,23,23,,,,,,,
1,2,21,21,20,0,2,1,2,0,0,0,21,21,,,,,,,
1,4,21,24,20,4,0,1,4,0,0,0,21,21,,,,,,,
1,6,18,18,10,2,3,1,5,0,0,0,18,18,,,,,,,
2,4,,,,3,1,1,4,0,0,0, , ,,,,,,,
1,4,28,29,20,2,2,2,0,4,0,0,28,28,,,,,,,
1,2,29,29,20,1,1,2,0,2,0,0,29,29,,,,,,,
1,2,19,19,10,2,0,2,0,2,0,0,19,19,,,,,,,
1,3,25,25,20,0,3,1,3,0,0,0,25,25,,,,,,,
1,5,19,21,10,5,0,1,5,0,0,0,19,19,,,,,,,
1,2,22,37,20,2,0,1,2,0,0,0,22,22,,,,,,,
1,2,34,34,30,2,0,1,2,0,0,0,34,34,,,,,,,
1,100,26,,20,,,1,100,0,0,0,26,26,,,,,,,
1,13,26,28,20,0,13,4,0,0,0,13,26,26,,,,,,,
1,12,20,20,20,0,12,4,0,0,0,12,20,20,,,,,,,
1,7,21,24,20,,,2,0,7,0,0,21,21,,,,,,,
1,7,36,36,30,0,6,,,,,,,,,,,,,,
1,7,15,37,10,7,0,,5,,,,15,15,,,,,,,
1,2,30,30,30,1,1,2,0,2,0,0,30,30,,,,,,,
1,13,13,28,10,2,6,1,13,0,0,0,13,46,,,,,,,
2,10,32,32,30,0,10,1,6,0,0,0,32,32,,,,,,,
2,6,42,44,40,4,2,1,6,0,0,0,31,42,,,,,,,
1,6,43,45,40,4,2,1,6,0,0,0,32,43,,,,,,,
1,4,28,32,20,2,2,1,4,0,0,0,28,28,,,,,,,
1,3,21,21,20,0,3,7,0,2,0,1,21,21,,,,,,,
1,3,26,27,20,0,3,1,3,0,0,0,26,26,,,,,,,
1,5,26,26,20,5,0,1,5,0,0,0,26,26,,,,,,,
1,6,30,30,30,6,0,1,6,0,0,0,30,30,,,,,,,
1,3,26,28,20,0,3,1,3,0,0,0,26,26,,,,,,,
1,4,18,19,10,4,0,7,1,1,2,0,18,18,,,,,,,
1,7,23,23,20,3,4,7,,,0,0,23,23,,,,,,,
1,2,35,61,30,0,2,1,2,0,0,0,35,35,,,,,,,
1,10,45,51,40,0,10,1,10,0,0,0,45,45,,,,,,,
1,3,22,51,20,1,2,1,3,0,0,0,22,50,,,,,,,
1,2,28,28,20,0,2,2,0,2,0,0,28,28,,,,,,,
1,2,23,45,20,1,1,7,1,1,0,0,23,23,,,,,,,
1,7,33,42,30,4,3,7,4,0,3,0,33,42,,,,,,,
1,3,26,28,20,0,3,1,3,0,0,0,26,26,,,,,,,
1,3,21,24,20,3,0,1,3,0,0,0,21,21,,,,,,,
1,2,23,23,20,0,2,7,1,0,0,1,23,23,,,,,,,
1,3,24,25,20,2,1,2,0,3,0,0,24,24,,,,,,,
1,2,25,25,20,0,2,2,0,2,0,0,25,25,,,,,,,
1,2,34,34,30,2,0,1,2,0,0,0,34,34,,,,,,,
1,3,18,42,10,2,1,1,3,0,0,0,18,18,,,,,,,
1,8,22,26,20,7,1,7,2,0,0,6,22,22,,,,,,,
1,5,44,45,40,0,5,1,5,0,0,0,44,44,,,,,,,
1,2,16,51,10,0,2,7,1,0,1,0,16,16,,,,,,,
1,3,19,28,10,0,3,1,3,0,0,0,19,19,,,,,,,
1,5,26,26,20,5,0,1,5,0,0,0,26,26,,,,,,,
1,2,30,33,30,0,2,1,2,0,0,0,30,30,,,,,,,
1,4,19,20,10,2,2,1,4,0,0,0,19,19,,,,,,,
1,2,24,24,20,2,0,1,2,0,0,0,24,24,,,,,,,
1,5,23,28,20,3,2,1,5,0,0,0,23,23,,,,,,,
1,7,27,32,20,0,7,2,0,7,0,0,27,27,,,,,,,
1,2,21,21,20,0,2,1,2,0,0,0,21,21,,,,,,,
1,5,38,39,30,1,4,1,5,0,0,0,38,38,,,,,,,
2,4,,,,,,1,4,0,0,0, , ,,,,,,,
1,2,36,51,30,2,0,1,2,0,0,0,36,36,,,,,,,
2,6,43,57,40,,,1,,0,0,0,43,43,,,,,,,
1,3,31,32,30,2,1,1,3,0,0,0,31,31,,,,,,,
1,3,25,25,20,2,1,2,0,2,0,0,25,25,,,,,,,
1,7,26,28,20,0,7,1,7,0,0,0,26,26,,,,,,,
2,2,22,23,20,1,1,1,2,0,0,0,22,22,,,,,,,
2,2,51,51,50,2,0,1,2,0,0,0,51,51,,,,,,,
1,3,31,31,30,0,3,2,0,3,0,0,31,31,,,,,,,
1,2,21,21,20,2,0,2,0,2,0,0,21,21,,,,,,,
1,3,22,27,20,2,1,1,3,0,0,0,22,22,,,,,,,
1,5,17,42,10,1,4,7,1,4,0,0,17,17,,,,,,,
1,2,25,41,20,0,2,1,2,0,0,0,25,25,,,,,,,
1,3,27,27,20,2,1,7,0,1,0,1,27,27,,,,,,,
1,5,37,52,30,0,5,1,5,0,0,0,37,37,,,,,,,
1,2,28,28,20,2,0,1,2,0,0,0,28,28,,,,,,,
2,3,,28,,,1,1,3,0,0,0, , ,,,,,,,
1,6,16,54,10,1,5,1,6,0,0,0,16,24,,,,,,,
1,3,15,26,10,3,0,2,0,3,0,0,15,15,,,,,,,
2,5,35,37,30,1,2,1,3,0,0,0,35,35,,,,,,,
1,12,14,47,10,0,12,7,9,3,0,0,14,35,,,,,,,
1,3,37,38,30,2,1,1,3,0,0,0,37,37,,,,,,,
1,7,25,30,20,5,2,2,0,7,0,0,25,25,,,,,,,
2,2,25,31,20,0,2,1,2,0,0,0,25,25,,,,,,,
1,3,26,26,20,0,3,1,3,0,0,0,26,26,,,,,,,
1,6,27,27,20,6,0,2,0,6,0,0,27,27,,,,,,,
1,9,22,63,20,5,4,1,9,0,0,0,22,22,,,,,,,
1,3,25,25,20,1,2,,1,,,0,25,25,,,,,,,
1,3,17,25,10,3,0,2,0,2,0,0,17,17,,,,,,,
1,3,27,27,20,3,0,7,1,2,0,0,27,27,,,,,,,
1,11,34,50,30,6,5,1,11,0,0,0,34,34,,,,,,,
1,2,16,17,10,1,1,3,0,0,2,0,16,16,,,,,,,
1,2,24,31,20,1,1,1,1,0,0,0,24,24,,,,,,,
1,2,22,23,20,0,2,1,2,0,0,0,22,22,,,,,,,
1,4,27,33,20,0,4,1,4,0,0,0,27,27,,,,,,,
1,2,31,31,30,0,2,5,0,0,0,0,31,31,,,,,,,
1,5,28,28,20,3,0,4,0,0,0,3,28,28,,,,,,,
1,2,34,42,30,0,2,1,2,0,0,0,34,34,,,,,,,
2,13,29,42,20,5,8,2,0,13,0,0,29,29,,,,,,,
2,4,24,25,20,,,1,4,0,0,0,25,25,,,,,,,
1,8,18,19,10,1,7,7,2,6,0,0,18,18,,,,,,,
1,3,16,18,10,3,0,3,0,0,3,0,16,18,,,,,,,
1,2,31,55,30,0,2,1,2,0,0,0,31,31,,,,,,,
1,3,24,24,20,2,1,1,3,0,0,0,24,24,,,,,,,
1,4,16,16,10,1,3,1,4,0,0,0,16,16,,,,,,,
1,10,26,46,20,0,10,7,1,9,0,0,26,26,,,,,,,
1,7,,,,7,0,7,1,1,,, , ,,,,,,,
1,2,42,42,40,0,2,2,0,2,0,0,42,42,,,,,,,
1,2,30,30,30,0,2,2,0,2,0,0,30,30,,,,,,,
1,2,21,54,20,1,1,1,2,0,0,0,21,21,,,,,,,
1,2,24,24,20,2,0,1,2,0,0,0,24,24,,,,,,,
2,3,34,38,30,3,0,1,3,0,0,0,34,34,,,,,,,
1,7,32,53,30,5,2,1,7,0,0,0,32,32,,,,,,,
1,2,22,24,20,1,1,1,2,0,0,0,22,22,,,,,,,
1,2,16,29,10,2,0,1,2,0,0,0,16,16,,,,,,,
1,6,31,37,30,0,6,1,6,0,0,0,31,31,,,,,,,
1,2,20,42,20,1,1,7,1,1,0,0,20,20,,,,,,,
1,7,20,21,20,0,7,1,7,0,0,0,20,20,,,,,,,
1,3,35,35,30,1,2,1,3,0,0,0,35,35,,,,,,,
1,3,37,42,40,3,0,1,3,0,0,0,37,37,,,,,,,
1,2,28,33,20,0,2,7,1,0,0,1,28,28,,,,,,,
1,4,25,68,20,1,3,7,3,1,0,0,25,25,,,,,,,
1,2,23,32,20,,1,,,,,,23,23,,,,,,,
1,19,19,22,10,,,1,19,0,0,0,19,19,,,,,,,
1,9,22,23,20,6,3,1,9,0,0,0,22,22,,,,,,,
1,2,18,18,10,2,0,1,2,0,0,0,18,18,,,,,,,
1,3,26,30,20,2,1,1,3,0,0,0,26,26,,,,,,,
2,3,20,20,20,3,0,2,0,3,0,0,20,20,,,,,,,
1,6,19,31,10,1,5,7,2,2,1,0,19,28,,,,,,,
1,3,16,37,10,2,1,1,2,0,0,0,16,16,,,,,,,
1,11,32,39,30,,,3,0,0,11,0,32,32,,,,,,,
1,6,47,47,40,5,1,7,,,3,,47,47,,,,,,,
1,2,20,20,20,1,1,7,1,0,1,0,20,20,,,,,,,
1,3,25,25,20,3,0,3,0,0,3,0,25,25,,,,,,,
1,7,55,55,50,4,1,3,0,0,7,0,55,55,,,,,,,
1,3,21,21,20,1,2,1,3,0,0,0,21,21,,,,,,,
2,5,31,31,30,5,0,3,0,0,5,0,21,21,,,,,,,
1,9,23,23,20,8,1,1,8,1,0,0,23,23,,,,,,,
1,2,23,23,20,0,2,1,2,0,0,0,23,23,,,,,,,
1,2,35,35,30,0,2,2,2,0,0,0,35,35,,,,,,,
1,6,25,28,20,6,0,3,0,0,6,0,,,,,,,,,
2,4,47,47,40,3,1,1,4,0,0,0,47,47,,,,,,,
2,6,46,47,40,2,4,4,0,0,0,6,46,46,,,,,,,
2,,,,,,,4,,,,, , ,,,,,,,
1,6,39,39,30,0,6,3,0,0,6,0,39,39,,,,,,,
2,4,64,64,60,2,2,1,4,0,0,0,64,64,,,,,,,
1,2,20,21,20,0,2,1,2,0,0,0,20,20,,,,,,,
1,3,27,34,20,0,3,7,2,1,0,0,27,27,,,,,,,
1,5,30,42,30,5,0,1,5,0,0,0,30,30,,,,,,,
1,2,36,36,30,0,2,1,2,0,0,0,36,36,,,,,,,
1,2,30,33,30,2,0,1,2,0,0,0,30,30,,,,,,,
1,2,20,20,20,0,2,1,2,0,0,0,20,20,,,,,,,
1,2,34,35,30,0,2,1,2,0,0,0,34,34,,,,,,,
1,3,33,33,30,0,3,1,3,0,0,0,33,33,,,,,,,
1,9,19,22,10,2,7,1,9,0,0,0,19,19,,,,,,,
1,4,53,53,50,2,2,7,3,1,0,0,53,53,,,,,,,
1,4,22,22,20,1,3,1,4,0,0,0,22,22,,,,,,,
1,23,29,31,20,23,0,7,18,3,2,0,29,29,,,,,,,
1,7,,,,3,4,4,0,0,0,7,,,,,,,,,
1,3,22,22,20,1,2,1,3,0,0,0,22,22,,,,,,,
2,4,16,38,10,4,0,1,4,0,0,0,16,16,,,,,,,
1,16,48,65,40,8,8,1,16,0,0,0,48,48,,,,,,,
1,2,51,51,50,0,2,1,2,0,0,0,51,51,,,,,,,
1,3,33,40,30,0,3,1,3,0,0,0,33,40,,,,,,,
1,2,15,15,10,1,1,7,1,0,0,1,15,15,,,,,,,
1,2,22,44,20,2,0,2,0,2,0,0,22,22,,,,,,,
1,2,15,29,10,1,1,1,2,0,0,0,15,15,,,,,,,
1,4,22,35,20,0,4,1,4,0,0,0,22,22,,,,,,,
1,2,22,34,20,0,2,1,2,0,0,0,22,22,,,,,,,
2,6,16,19,10,4,2,1,6,0,0,0,16,16,,,,,,,
1,9,33,45,30,0,9,7,8,1,0,0,33,33,,,,,,,
2,30,22,22,20,,,1,30,0,0,0,22,22,,,,,,,
1,5,14,16,10,5,0,4,0,0,0,5,14,14,,,,,,,
1,2,34,60,30,1,1,2,0,2,0,0,34,34,,,,,,,
1,2,27,27,20,2,0,1,2,0,0,0,27,27,,,,,,,
1,3,17,17,10,3,0,7,,1,1,0,17,17,,,,,,,
2,4,19,19,10,2,2,1,4,0,0,0,19,19,,,,,,,
1,5,34,35,30,5,0,2,0,5,0,0,34,34,,,,,,,
1,2,47,47,40,1,1,1,2,0,0,0,47,47,,,,,,,
1,3,31,35,30,2,1,1,3,0,0,0,31,31,,,,,,,
1,4,24,52,20,4,0,1,4,0,0,0,24,24,,,,,,,
1,6,21,27,20,5,1,1,6,0,0,0,21,27,,,,,,,
2,3,39,40,30,3,0,1,3,0,0,0,39,39,,,,,,,
1,6,18,22,10,1,5,2,0,6,0,0,18,18,,,,,,,
2,2,,,,2,0,1,2,0,0,0, , ,,,,,,,
1,2,22,29,20,1,1,,1,,,,22,22,,,,,,,
1,7,36,42,30,0,7,1,7,0,0,0,36,36,,,,,,,
1,5,36,36,30,5,0,7,2,0,3,0,,,,,,,,,
1,3,20,22,20,3,0,1,3,0,0,0,20,20,,,,,,,
1,2,23,29,20,2,0,1,2,0,0,0,23,23,,,,,,,
1,2,34,44,30,2,0,,,1,,,34,34,,,,,,,
1,2,17,31,10,1,1,2,0,2,0,0,17,17,,,,,,,
1,7,25,26,20,2,5,1,5,0,0,0,25,25,,,,,,,
1,3,23,23,20,2,1,1,3,0,0,0,23,23,,,,,,,
1,8,29,29,20,7,1,7,2,6,0,0,29,29,,,,,,,
1,3,35,36,30,0,3,1,3,0,0,0,35,35,,,,,,,
1,15,17,25,10,0,15,3,0,0,15,0,17,17,,,,,,,
1,5,32,34,30,0,5,1,5,0,0,0,32,32,,,,,,,
1,10,33,42,30,8,2,1,10,0,0,0,33,33,,,,,,,
1,2,41,51,40,0,2,2,0,2,0,0,41,41,,,,,,,
1,4,34,45,30,1,3,1,4,0,0,0,34,34,,,,,,,
1,2,26,31,20,0,2,1,2,0,0,0,26,26,,,,,,,
1,2,18,18,10,2,0,7,0,1,1,0,18,18,,,,,,,
1,2,19,26,10,2,0,1,2,0,0,0,19,19,,,,,,,
1,2,18,22,10,1,1,7,1,1,0,0,18,18,,,,,,,
1,3,26,26,20,2,1,1,3,0,1,0,26,26,,,,,,,
2,10,21,24,20,,,1,10,0,0,0,21,21,,,,,,,
1,71,14,,10,,,3,0,0,71,0,14,14,,,,,,,
1,6,31,31,30,0,6,1,6,0,0,0,31,31,,,,,,,
1,4,27,29,20,1,3,1,4,0,0,0,27,27,,,,,,,
1,8,30,57,30,2,6,1,6,0,0,0,30,55,,,,,,,
1,5,54,60,50,3,2,1,3,0,0,0,54,54,,,,,,,
1,3,21,41,20,3,0,1,3,0,0,0,21,21,,,,,,,
2,6,24,37,20,3,3,1,6,0,0,0,24,24,,,,,,,
1,2,23,23,20,0,2,1,2,0,0,0,23,23,,,,,,,
1,2,,,,2,0,2,0,2,0,0,,,,,,,,,
1,2,26,40,20,2,0,1,2,0,0,0,26,26,,,,,,,
1,4,31,36,30,2,2,1,4,0,0,0,31,31,,,,,,,
1,4,20,27,20,4,0,1,4,0,0,0,20,27,,,,,,,
2,4,51,53,50,2,2,1,4,0,0,0,51,51,,,,,,,
1,2,26,26,20,2,0,1,2,0,0,0,26,26,,,,,,,
1,12,30,36,30,12,0,1,12,0,0,0,30,30,,,,,,,
1,4,33,35,30,4,0,1,4,0,0,0,33,33,,,,,,,
1,2,31,39,30,0,2,2,0,2,0,0,31,31,,,,,,,
1,3,28,31,20,0,3,7,2,1,0,0,28,28,,,,,,,
1,10,33,46,30,4,0,1,4,0,0,0,33,33,,,,,,,
1,3,24,49,20,1,2,1,3,0,0,0,24,24,,,,,,,
1,2,30,31,30,0,2,5,0,0,0,0,30,30,,,,,,,
1,2,21,21,20,2,0,7,1,1,0,0,21,21,,,,,,,
2,2,25,29,20,2,0,1,2,0,0,0,25,25,,,,,,,
1,2,37,76,30,0,2,1,2,0,0,0,37,37,,,,,,,
1,2,19,32,10,2,0,2,0,2,0,0,19,19,,,,,,,
1,2,22,23,20,2,0,1,2,0,0,0,22,22,,,,,,,
1,4,,,,2,0,3,0,0,2,0, , ,,,,,,,
1,3,,,,0,3,3,0,0,3,0,,,,,,,,,
1,4,17,23,10,2,2,7,0,1,3,0,17,17,,,,,,,
1,3,30,31,30,0,3,7,0,2,1,0,30,30,,,,,,,
1,2,16,33,10,1,1,2,0,2,0,0,16,16,,,,,,,
1,2,28,35,20,2,0,7,1,1,0,0,28,28,,,,,,,
1,6,32,33,30,4,2,1,6,0,0,0,32,32,,,,,,,
1,5,26,28,20,5,0,1,6,0,0,0,26,26,,,,,,,
1,3,32,57,30,1,2,2,0,3,0,0,32,32,,,,,,,
1,2,33,38,30,0,2,1,2,0,0,0,33,33,,,,,,,
1,9,31,35,30,0,9,1,9,0,0,0,31,31,,,,,,,
2,4,21,31,20,2,2,1,4,0,0,0,21,21,,,,,,,
2,3,46,49,40,2,1,1,3,0,0,0,46,46,,,,,,,
1,7,19,34,10,6,1,1,7,0,0,0,19,19,,,,,,,
1,3,,,,0,3,1,3,0,0,0, , ,,,,,,,
1,4,21,23,20,4,0,,,,,,21,21,,,,,,,
1,2,47,58,50,0,2,1,2,0,0,0,47,47,,,,,,,
1,3,31,31,30,3,0,2,0,3,0,0,31,31,,,,,,,
1,4,35,36,30,0,4,1,4,0,0,0,35,35,,,,,,,
2,4,26,26,20,3,1,7,0,3,1,0,26,26,,,,,,,
2,6,17,32,10,3,3,1,6,0,0,0,17,17,,,,,,,
1,6,22,25,20,0,6,1,6,0,0,0,22,22,,,,,,,
1,2,17,31,10,2,0,2,0,2,0,0,17,17,,,,,,,
1,3,25,26,20,1,2,7,2,1,0,0,25,25,,,,,,,
1,2,30,31,30,1,1,1,2,0,0,0,30,30,,,,,,,
2,4,,40,,,,1,4,0,0,0, , ,,,,,,,
1,2,20,32,20,1,,,,,,,20,20,,,,,,,
1,2,28,32,20,0,2,1,2,0,0,0,28,28,,,,,,,
1,2,,,,1,1,2,0,2,0,0,,,,,,,,,
1,2,38,38,30,0,2,7,1,1,0,0,38,38,,,,,,,
1,2,48,53,40,1,1,,,,,,48,48,,,,,,,
1,4,36,36,30,0,4,2,0,4,0,0,36,36,,,,,,,
1,2,32,45,30,0,2,1,2,0,0,0,32,32,,,,,,,
1,2,30,30,30,2,0,1,2,0,0,0,30,30,,,,,,,
1,5,40,49,40,5,0,1,5,0,0,0,40,40,,,,,,,
1,5,18,28,10,5,0,7,1,2,,,18,18,,,,,,,
1,2,19,36,10,0,2,,,1,,,19,19,,,,,,,
1,11,45,60,40,0,11,7,9,0,0,1,45,45,,,,,,,
1,3,26,49,20,1,2,1,2,,,,26,26,,,,,,,
1,5,34,35,30,0,2,1,2,0,0,0,34,34,,,,,,,
1,4,21,21,20,4,0,1,4,0,0,0,21,21,,,,,,,
1,2,27,30,20,1,1,,1,,0,0,27,27,,,,,,,
1,4,27,49,10,2,2,1,4,0,0,0,27,49,,,,,,,
1,2,22,24,20,2,0,1,2,0,0,0,22,22,,,,,,,
1,2,22,24,20,2,0,1,2,0,0,0,22,22,,,,,,,
2,4,,,,4,0,1,4,0,0,0, , ,,,,,,,
1,4,24,24,20,2,2,2,0,4,0,0,24,24,,,,,,,
1,2,20,25,20,1,1,1,2,0,0,0,20,20,,,,,,,
1,3,29,30,20,0,3,7,1,1,0,0,29,29,,,,,,,
1,8,25,27,20,0,8,7,7,1,0,0,25,25,,,,,,,
1,3,24,24,20,1,2,1,2,,,,24,24,,,,,,,
1,21,27,30,20,14,7,7,8,13,0,0,27,27,,,,,,,
1,16,32,54,30,1,15,2,0,16,0,0,32,32,,,,,,,
